Constituency_No,Uncontested,Women_Col_Forced,Dates_DATE_POLLING,Polling_Stations_Number,Polling_Stations_Average_Electors_per_Station,Polling_Stations_regex_Match,Candidates_Info_NOMINATED_MEN,Candidates_Info_NOMINATED_WOMEN,Candidates_Info_NOMINATED_TOTAL,Candidates_Info_REJECTED_MEN,Candidates_Info_REJECTED_WOMEN,Candidates_Info_REJECTED_TOTAL,Candidates_Info_WITHDRAWN_MEN,Candidates_Info_WITHDRAWN_WOMEN,Candidates_Info_WITHDRAWN_TOTAL,Candidates_Info_CONTESTED_MEN,Candidates_Info_CONTESTED_WOMEN,Candidates_Info_CONTESTED_TOTAL,Candidates_Info_FORFEITED DEPOSIT_MEN,Candidates_Info_FORFEITED DEPOSIT_WOMEN,Candidates_Info_FORFEITED DEPOSIT_TOTAL,Completeness_Candidates_Info_Total_Cells,Completeness_Candidates_Info_NA_Cells,Completeness_Candidates_Info_NA_Proportion,Result_WINNER_PARTY,Result_WINNER_CANDIDATE,Result_WINNER_VOTES,Result_RUNNER-UP_PARTY,Result_RUNNER-UP_CANDIDATE,Result_RUNNER-UP_VOTES,Completeness_Result_Total_Cells,Completeness_Result_NA_Cells,Completeness_Result_NA_Proportion,Electors_Info_GENERAL_MEN,Electors_Info_GENERAL_WOMEN,Electors_Info_GENERAL_TOTAL,Electors_Info_SERVICE_MEN,Electors_Info_SERVICE_WOMEN,Electors_Info_SERVICE_TOTAL,Electors_Info_TOTAL_MEN,Electors_Info_TOTAL_WOMEN,Electors_Info_TOTAL_TOTAL,Completeness_Electors_Info_Total_Cells,Completeness_Electors_Info_NA_Cells,Completeness_Electors_Info_NA_Proportion,Voters_Info_GENERAL_MEN,Voters_Info_GENERAL_WOMEN,Voters_Info_GENERAL_TOTAL,Voters_Info_POSTAL_MEN,Voters_Info_POSTAL_WOMEN,Voters_Info_POSTAL_TOTAL,Voters_Info_TOTAL_MEN,Voters_Info_TOTAL_WOMEN,Voters_Info_TOTAL_TOTAL,Completeness_Voters_Info_Total_Cells,Completeness_Voters_Info_NA_Cells,Completeness_Voters_Info_NA_Proportion,Votes_Info_POLLED_VALUE,Votes_Info_VALID_VALUE,Votes_Info_REJECTED_VALUE,Votes_Info_MISSING_VALUE,Votes_Info_BALLOT PAPER SET APART_VALUE,Votes_Info_TENDERED_VALUE,Completeness_Votes_Info_Total_Cells,Completeness_Votes_Info_NA_Cells,Completeness_Votes_Info_NA_Proportion
243,False,False,20-05-1991,194,1071,True,0,0,0,0,0,0,0,0,0,23,0,23,21,0,21,20,9,45.0,BJP,AMAR NATH YADAV,48985.0,INC,MOHD. SWALEH ANSARI,35411.0,8,0,0.0,116021,91695,207716,0,0,0,116021,91695,207716,12,0,0.0,58338,38891,97229,0,0,0,58338,38891,97229,12,0,0.0,97229,94815,2414,0,0,0,12,0,0.0
244,False,False,20-05-1991,213,1036,True,0,0,0,0,0,0,0,0,0,24,0,24,22,0,22,20,9,45.0,BJP,MAYA SHANKAR PATHAK,29469.0,JD,CHANDER SHEKHAR,27426.0,8,0,0.0,121582,99082,220664,0,0,0,121582,99082,220664,12,0,0.0,56460,37640,94100,0,0,0,56460,37640,94100,12,0,0.0,94100,90441,3659,0,0,0,12,0,0.0
245,False,False,20-05-1991,195,1022,True,0,0,0,0,0,0,0,0,0,11,0,11,8,0,8,20,9,45.0,CPI,UDAL,33509.0,BJP,PURANMASI,18907.0,8,0,0.0,102131,97104,199235,0,0,0,102131,97104,199235,12,0,0.0,55273,36848,92121,0,0,0,55273,36848,92121,12,0,0.0,92121,88501,3620,0,0,0,12,0,0.0
246,False,False,20-05-1991,199,1082,True,0,0,0,0,0,0,0,0,0,26,0,26,24,0,24,20,9,45.0,CPM,DEENA NATH SINGH YADAV,41899.0,IND,DAN BAHADUR SINGH S/O RAM LALLU,19112.0,8,0,0.0,118558,96808,215366,0,0,0,118558,96808,215366,12,0,0.0,60757,40504,101261,0,0,0,60757,40504,101261,12,0,0.0,101261,97287,3974,0,0,0,12,0,0.0
247,False,False,20-05-1991,216,1077,True,0,0,0,0,0,0,0,0,0,24,1,25,22,0,22,20,9,45.0,JD,YOGESH CHANDER,33339.0,BJP,RANG NATH,31771.0,8,0,0.0,127952,104624,232576,0,0,0,127952,104624,232576,12,0,0.0,66147,44098,110245,0,0,0,66147,44098,110245,12,0,0.0,110245,105931,4314,0,0,0,12,0,0.0
248,False,False,20-05-1991,203,1081,True,0,0,0,0,0,0,0,0,0,16,0,16,14,0,14,20,9,45.0,BJP,LAL CHAND PANDE,39272.0,JD,RAM PRASAD VIND,25675.0,8,0,0.0,120674,98725,219399,0,0,0,120674,98725,219399,12,0,0.0,64289,42857,107146,0,0,0,64289,42857,107146,12,0,0.0,107146,102005,5141,0,0,0,12,0,0.0
249,False,False,20-05-1991,192,1030,True,0,0,0,0,0,0,0,0,0,13,0,13,10,0,10,20,9,45.0,BJP,PURANMASI PANKAJ,29016.0,JD,MOOL CHAND,26910.0,8,0,0.0,108928,88914,197842,0,0,0,108928,88914,197842,12,0,0.0,51654,34436,86090,0,0,0,51654,34436,86090,12,0,0.0,86090,83293,2797,0,0,0,12,0,0.0
250,False,False,20-05-1991,206,955,True,0,0,0,0,0,0,0,0,0,15,0,15,12,0,12,20,9,45.0,BJP,RAGHU RAJ,23504.0,JD,SARVJEET SINGH PATEL,19899.0,8,0,0.0,116537,80135,196672,0,0,0,116537,80135,196672,12,0,0.0,52806,38254,91060,0,0,0,52806,38254,91060,12,0,0.0,91060,86377,4683,0,0,0,12,0,0.0
251,False,False,20-05-1991,205,992,True,0,0,0,0,0,0,0,0,0,13,1,14,11,0,11,20,9,45.0,JD,KISHORI LAL,28566.0,BJP,JAGAN NATH RAO,17565.0,8,0,0.0,121746,81526,203272,0,0,0,121746,81526,203272,12,0,0.0,51749,37653,89402,0,0,0,51749,37653,89402,12,0,0.0,89402,85929,3473,0,0,0,12,0,0.0
252,False,False,20-05-1991,203,982,True,0,0,0,0,0,0,0,0,0,14,0,14,12,0,12,20,9,45.0,BJP,SOMAROO RAM,23176.0,JD,SHYAM LAL,20919.0,8,0,0.0,109400,89873,199273,0,0,0,109400,89873,199273,12,0,0.0,42457,32200,74657,0,0,0,42457,32200,74657,12,0,0.0,74657,70921,3736,0,0,0,12,0,0.0
253,False,False,20-05-1991,199,1041,True,0,0,0,0,0,0,0,0,0,20,0,20,17,0,17,20,9,45.0,BJP,UMA NATH,22818.0,BSP,TILKU,15702.0,8,0,0.0,113949,93216,207165,0,0,0,113949,93216,207165,12,0,0.0,48112,38753,86865,0,0,0,48112,38753,86865,12,0,0.0,86865,82061,4804,0,0,0,12,0,0.0
254,False,False,20-05-1991,187,1004,True,0,0,0,0,0,0,0,0,0,33,4,37,31,4,35,20,9,45.0,JD,LAL CHAND,23849.0,BJP,SOHAN LAL MAURYA,23346.0,8,0,0.0,103199,84529,187728,0,0,0,103199,84529,187728,12,0,0.0,44957,38664,83621,0,0,0,44957,38664,83621,12,0,0.0,83621,80448,3173,0,0,0,12,0,0.0
255,False,False,20-05-1991,219,941,True,0,0,0,0,0,0,0,0,0,14,0,14,11,0,11,20,9,45.0,JD,MIRZA SULTAN RAZA,28659.0,INC,"ARUN KUMAR SINGH ""MUNNA""",19851.0,8,0,0.0,113320,92665,205985,0,0,0,113320,92665,205985,12,0,0.0,57000,41444,98444,0,0,0,57000,41444,98444,12,0,0.0,98444,94330,4114,0,0,0,12,0,0.0
256,False,False,20-05-1991,196,1008,True,0,0,0,0,0,0,0,0,0,19,0,19,16,0,16,20,9,45.0,BJP,RAM PARAS RAJAK ALIAS NATE,27862.0,BSP,RAM DAWAR,16764.0,8,0,0.0,108645,88914,197559,0,0,0,108645,88914,197559,12,0,0.0,48782,40137,88919,0,0,0,48782,40137,88919,12,0,0.0,88919,84075,4844,0,0,0,12,0,0.0
257,False,False,20-05-1991,193,999,True,0,0,0,0,0,0,0,0,0,22,1,23,20,1,21,20,9,45.0,BSP,UMA KANT YADAV,40797.0,BJP,RAM AKBAL SINGH,19191.0,8,0,0.0,106522,86327,192849,0,0,0,106522,86327,192849,12,0,0.0,53420,40436,93856,0,0,0,53420,40436,93856,12,0,0.0,93856,89452,4404,0,0,0,12,0,0.0
258,False,False,20-05-1991,181,944,True,0,0,0,0,0,0,0,0,0,23,0,23,21,0,21,20,9,45.0,JD,RAN NARAIN BIND,21859.0,BJP,VIDYA SHANKAR TIWARI,17609.0,8,0,0.0,93760,77028,170788,0,0,0,93760,77028,170788,12,0,0.0,45638,33199,78837,0,0,0,45638,33199,78837,12,0,0.0,78837,75489,3348,0,0,0,12,0,0.0
259,False,False,20-05-1991,193,981,True,0,0,0,0,0,0,0,0,0,16,0,16,14,0,14,20,9,45.0,JD,JWALA PRASAD YADAVA,25535.0,BSP,BINDRA PRASAD,22197.0,8,0,0.0,104406,84968,189374,0,0,0,104406,84968,189374,12,0,0.0,50501,38268,88769,0,0,0,50501,38268,88769,12,0,0.0,88769,84110,4659,0,0,0,12,0,0.0
260,False,False,20-05-1991,164,1149,True,0,0,0,0,0,0,0,0,0,10,0,10,8,0,8,20,9,45.0,JD,VIJAI SINGH,27641.0,BJP,CHATOOR BEHARI,17764.0,8,0,0.0,102122,86273,188395,0,0,0,102122,86273,188395,12,0,0.0,48966,19474,68440,0,0,0,48966,19474,68440,12,0,0.0,68440,64755,3685,0,0,0,12,0,0.0
261,False,False,20-05-1991,151,1482,True,0,0,0,0,0,0,0,0,0,20,0,20,19,0,19,20,9,45.0,BJP,TEERATH RAJ,25699.0,BSP,SATYA NARAIN,8761.0,8,0,0.0,117852,105959,223811,0,0,0,117852,105959,223811,12,0,0.0,50444,20929,71373,0,0,0,50444,20929,71373,12,0,0.0,71373,67272,4101,0,0,0,12,0,0.0
262,False,False,20-05-1991,151,1506,True,0,0,0,0,0,0,0,0,0,26,0,26,23,0,23,20,9,45.0,JD,RAJENDRA,24220.0,BJP,GULAB SINGH,23280.0,8,0,0.0,120377,106969,227346,0,0,0,120377,106969,227346,12,0,0.0,51816,42385,94201,0,0,0,51816,42385,94201,12,0,0.0,94201,88960,5241,0,0,0,12,0,0.0
263,False,False,20-05-1991,238,911,True,0,0,0,0,0,0,0,0,0,23,0,23,20,0,20,20,9,45.0,JD,YADUNATH SINGH,31929.0,BJP,RAM BULAWAN,23443.0,8,0,0.0,116963,99952,216915,0,0,0,116963,99952,216915,12,0,0.0,64992,37901,102893,0,0,0,64992,37901,102893,12,0,0.0,102893,99244,3649,0,0,0,12,0,0.0
264,False,False,20-05-1991,194,971,True,0,0,0,0,0,0,0,0,0,22,1,23,19,1,20,20,9,45.0,BSP,BHAGAWAT,20979.0,JD,BHOLA NATH,19127.0,8,0,0.0,100276,88005,188281,0,0,0,100276,88005,188281,12,0,0.0,48124,39375,87499,0,0,0,48124,39375,87499,12,0,0.0,87499,81927,5572,0,0,0,12,0,0.0
265,False,False,20-05-1991,183,1015,True,0,0,0,0,0,0,0,0,0,24,2,26,22,2,24,20,9,45.0,BJP,SARJEET SINGH DANG,33669.0,JD,SHIV BAHADUR,20103.0,8,0,0.0,99701,86061,185762,0,0,0,99701,86061,185762,12,0,0.0,46372,37938,84310,0,0,0,46372,37938,84310,12,0,0.0,84310,80805,3505,0,0,0,12,0,0.0
266,False,False,20-05-1991,203,978,True,0,0,0,0,0,0,0,0,0,15,1,16,11,1,12,20,9,45.0,JD,DULARE LAL,31140.0,BSP,SHRI RAM,15359.0,8,0,0.0,104431,94067,198498,0,0,0,104431,94067,198498,12,0,0.0,44385,38269,82654,0,0,0,44385,38269,82654,12,0,0.0,82654,79137,3517,0,0,0,12,0,0.0
267,False,False,20-05-1991,231,882,True,0,0,0,0,0,0,0,0,0,13,0,13,11,0,11,20,9,45.0,JD,VISHRAM DAS,41466.0,BJP,RAM NARESH KASHYAP,15217.0,8,0,0.0,112094,91557,203651,0,0,0,112094,91557,203651,12,0,0.0,56956,24408,81364,0,0,0,56956,24408,81364,12,0,0.0,81364,78657,2707,0,0,0,12,0,0.0
268,False,False,20-05-1991,133,1528,True,0,0,0,0,0,0,0,0,0,29,0,29,26,0,26,20,9,45.0,JD,KUNWAT REWATI RAMAN SINGH ALIAS MARI JI,35174.0,BSP,NAND LAL SINGH PATEL,17864.0,8,0,0.0,112174,91083,203257,0,0,0,112174,91083,203257,12,0,0.0,58636,33690,92326,0,0,0,58636,33690,92326,12,0,0.0,92326,89232,3094,0,0,0,12,0,0.0
269,False,False,20-05-1991,210,912,True,0,0,0,0,0,0,0,0,0,28,0,28,25,0,25,20,9,45.0,BSP,RAM SEWAK SINGH,25885.0,BJP,KRISHNA MURARI KAPURIHA,19330.0,8,0,0.0,106041,85479,191520,0,0,0,106041,85479,191520,12,0,0.0,64060,27451,91511,0,0,0,64060,27451,91511,12,0,0.0,91511,88236,3270,5,0,0,12,0,0.0
270,False,False,20-05-1991,185,966,True,0,0,0,0,0,0,0,0,0,18,0,18,14,0,14,20,9,45.0,JD,MAHENDRA PRATAP SINGH,24932.0,JP,JAWAHAR YADAV URF PANDIT,23191.0,8,0,0.0,98574,80138,178712,0,0,0,98574,80138,178712,12,0,0.0,58409,37340,95749,0,0,0,58409,37340,95749,12,0,0.0,95749,92311,3434,4,0,0,12,0,0.0
271,False,False,20-05-1991,212,972,True,0,0,0,0,0,0,0,0,0,22,0,22,19,0,19,20,9,45.0,JD,BRIJ BHAN YADAV,38532.0,BSP,SHITALA PRASAD VIND,22302.0,8,0,0.0,113373,92632,206005,0,0,0,113373,92632,206005,12,0,0.0,55269,49148,104417,0,0,0,55269,49148,104417,12,0,0.0,104417,99900,4400,117,0,0,12,0,0.0
272,False,False,20-05-1991,201,987,True,0,0,0,0,0,0,0,0,0,21,0,21,18,0,18,20,9,45.0,JD,VIKRAM JEET MAURYA,31167.0,BSP,JAWAHAR LAL DIWAKAR,19293.0,8,0,0.0,109210,89227,198437,0,0,0,109210,89227,198437,12,0,0.0,57406,38270,95676,0,0,0,57406,38270,95676,12,0,0.0,95676,91528,4148,0,0,0,12,0,0.0
273,False,False,20-05-1991,188,992,True,0,0,0,0,0,0,0,0,0,20,1,21,18,1,19,20,9,45.0,JD,BHOLA SINGH,25550.0,BSP,HIRAMANI PATEL,18837.0,8,0,0.0,102630,83788,186418,0,0,0,102630,83788,186418,12,0,0.0,50927,34023,84950,0,0,0,50927,34023,84950,12,0,0.0,84950,80878,4072,0,0,0,12,0,0.0
274,False,False,20-05-1991,193,1016,True,0,0,0,0,0,0,0,0,0,26,1,27,24,1,25,20,9,45.0,BJP,PRABHA SHANKER PANDEY,21846.0,JD,ABDUL RAUF,19469.0,8,0,0.0,108196,87920,196116,0,0,0,108196,87920,196116,12,0,0.0,50923,31211,82134,0,0,0,50923,31211,82134,12,0,0.0,82134,77096,5038,0,0,0,12,0,0.0
275,False,False,20-05-1991,205,963,True,0,0,0,0,0,0,0,0,0,34,1,35,31,1,32,20,9,45.0,BJP,NARENDRA KUMAR SINGH GAUR,26112.0,JD,ANUGRAH NARAIN SINGH,17439.0,8,0,0.0,110639,86818,197457,0,0,0,110639,86818,197457,12,0,0.0,37254,32201,69455,0,0,0,37254,32201,69455,12,0,0.0,69455,67641,1794,20,0,0,12,0,0.0
276,False,False,20-05-1991,191,987,True,0,0,0,0,0,0,0,0,0,24,1,25,22,1,23,20,9,45.0,BJP,KESHARI NATH TRIPATHI,30417.0,JD,RAMJI KESHRWANI,12784.0,8,0,0.0,104151,84363,188514,0,0,0,104151,84363,188514,12,0,0.0,40110,25220,65330,0,0,0,40110,25220,65330,12,0,0.0,65330,63852,1478,0,0,0,12,0,0.0
277,False,False,20-05-1991,199,959,True,0,0,0,0,0,0,0,0,0,27,1,28,25,1,26,20,9,45.0,IND,ATIQ AHMAD,36424.0,BJP,RAM CHANDRA JAISWAL,20681.0,8,0,0.0,106288,84463,190751,0,0,0,106288,84463,190751,12,0,0.0,49836,24920,74756,0,0,0,49836,24920,74756,12,0,0.0,74756,71057,3699,0,0,0,12,0,0.0
278,False,False,20-05-1991,190,953,True,0,0,0,0,0,0,0,0,0,14,0,14,11,0,11,20,9,45.0,JD,DINESH CHANDRA SONKAR,19243.0,BJP,SHIVDANI,17403.0,8,0,0.0,99839,81311,181150,0,0,0,99839,81311,181150,12,0,0.0,45127,24293,69420,0,0,0,45127,24293,69420,12,0,0.0,69420,64044,5376,0,0,0,12,0,0.0
279,False,False,20-05-1991,200,989,True,0,0,0,0,0,0,0,0,0,11,1,12,8,1,9,20,9,45.0,JD,BHAGWANT PRASAD,21671.0,BJP,CHAUDHARI CHUNNI LAL,18361.0,8,0,0.0,109411,88355,197766,0,0,0,109411,88355,197766,12,0,0.0,45302,24391,69693,0,0,0,45302,24391,69693,12,0,0.0,69693,65112,4581,0,0,0,12,0,0.0
280,False,False,20-05-1991,172,1065,True,0,0,0,0,0,0,0,0,0,9,0,9,7,0,7,20,9,45.0,JD,BHAGIRATHI,20792.0,BJP,DESH RAJ,16637.0,8,0,0.0,100910,82307,183217,0,0,0,100910,82307,183217,12,0,0.0,44714,20857,65571,0,0,0,44714,20857,65571,12,0,0.0,65571,61718,3853,0,0,0,12,0,0.0
281,False,False,20-05-1991,205,933,True,0,0,0,0,0,0,0,0,0,15,1,16,11,1,12,20,9,45.0,JD,KRISHNA KUMAR,24383.0,JP,VEER ABHIMANYU SINGH,19518.0,8,0,0.0,105166,85999,191165,0,0,0,105166,85999,191165,12,0,0.0,58599,38955,97554,0,0,0,58599,38955,97554,12,0,0.0,97554,92758,4796,0,0,0,12,0,0.0
282,False,False,20-05-1991,202,917,True,0,0,0,0,0,0,0,0,0,7,0,7,5,0,5,20,9,45.0,JD,JAGESHWAR,32966.0,BSP,UDAI RAJ,11509.0,8,0,0.0,101957,83309,185266,0,0,0,101957,83309,185266,12,0,0.0,41248,28654,69902,0,0,0,41248,28654,69902,12,0,0.0,69902,66135,3767,0,0,0,12,0,0.0
283,False,False,20-05-1991,199,904,True,0,0,0,0,0,0,0,0,0,15,0,15,14,0,14,20,9,45.0,JD,OM PRAKASH,43133.0,INC,AMAR NATH SINGH,7861.0,8,0,0.0,98997,80926,179923,0,0,0,98997,80926,179923,12,0,0.0,46610,31071,77681,0,0,0,46610,31071,77681,12,0,0.0,77681,74114,3567,0,0,0,12,0,0.0
284,False,False,20-05-1991,222,950,True,0,0,0,0,0,0,0,0,0,26,0,26,24,0,24,20,9,45.0,JD,SY. QASIM HASAN,43210.0,BJP,RADHEY SHYAM GUPTA,18429.0,8,0,0.0,116031,94855,210886,0,0,0,116031,94855,210886,12,0,0.0,52985,35319,88304,0,0,0,52985,35319,88304,12,0,0.0,88304,84905,3399,0,0,0,12,0,0.0
285,False,False,20-05-1991,180,950,True,0,0,0,0,0,0,0,0,0,15,0,15,13,0,13,20,9,45.0,JD,CHATTRA PAL VERMA,38224.0,BJP,SHREE DHAR SHUKLA,15436.0,8,0,0.0,94072,76845,170917,0,0,0,94072,76845,170917,12,0,0.0,49154,32762,81916,0,0,0,49154,32762,81916,12,0,0.0,81916,79050,2866,0,0,0,12,0,0.0
286,False,False,20-05-1991,190,914,True,0,0,0,0,0,0,0,0,0,16,0,16,13,0,13,20,9,45.0,JD,ABHIMANYU SINGH,34727.0,BJP,AMARJEET SINGH,17911.0,8,0,0.0,95602,78077,173679,0,0,0,95602,78077,173679,12,0,0.0,49948,33280,83228,0,0,0,49948,33280,83228,12,0,0.0,83228,79364,3864,0,0,0,12,0,0.0
287,False,False,20-05-1991,166,967,True,0,0,0,0,0,0,0,0,0,24,3,27,22,3,25,20,9,45.0,BJP,SATYA DEO PACHAURI,29964.0,IML,MOHAMMAD SULEMAN,19859.0,8,0,0.0,88161,72285,160446,0,0,0,88161,72285,160446,12,0,0.0,41104,29813,70917,0,0,0,41104,29813,70917,12,0,0.0,70917,69135,1782,0,0,0,12,0,0.0
288,False,False,20-05-1991,193,949,True,0,0,0,0,0,0,0,0,0,13,1,14,11,1,12,20,9,45.0,BJP,RAKESH SONKER,36576.0,INC,DEEN DAYAL,14820.0,8,0,0.0,100678,82550,183228,0,0,0,100678,82550,183228,12,0,0.0,41384,33385,74769,0,0,0,41384,33385,74769,12,0,0.0,74769,72473,2296,0,0,0,12,0,0.0
289,False,False,20-05-1991,177,980,True,0,0,0,0,0,0,0,0,0,30,1,31,27,1,28,20,9,45.0,BJP,NEERAJ CHATURVEDI,38816.0,INC,SITA RAM DEXIT,13958.0,8,0,0.0,95966,77563,173529,0,0,0,95966,77563,173529,12,0,0.0,41411,33494,74905,0,0,0,41411,33494,74905,12,0,0.0,74905,73235,1670,0,0,0,12,0,0.0
290,False,False,20-05-1991,226,898,True,0,0,0,0,0,0,0,0,0,18,0,18,16,0,16,20,9,45.0,BJP,SATISH MAHANA,33897.0,INC,SHYAM MISRA,17927.0,8,0,0.0,111860,91029,202889,0,0,0,111860,91029,202889,12,0,0.0,42631,35738,78369,0,0,0,42631,35738,78369,12,0,0.0,78369,76000,2369,0,0,0,12,0,0.0
291,False,False,20-05-1991,359,970,True,0,0,0,0,0,0,0,0,0,39,4,43,37,4,41,20,9,45.0,BJP,BAL CHAND MISRA,56519.0,INC,AJAI KAPOOR,32207.0,8,0,0.0,192309,155926,348235,0,0,0,192309,155926,348235,12,0,0.0,68390,57289,125679,0,0,0,68390,57289,125679,12,0,0.0,125679,122234,3445,0,0,0,12,0,0.0
292,False,False,20-05-1991,265,944,True,0,0,0,0,0,0,0,0,0,22,3,25,21,2,23,20,9,45.0,BJP,PREM LATA KATIYAR,45958.0,INC,RAGENDRA SWAROOP,21206.0,8,0,0.0,137953,112168,250121,0,0,0,137953,112168,250121,12,0,0.0,57310,41715,99025,0,0,0,57310,41715,99025,12,0,0.0,99025,95572,3453,0,0,0,12,0,0.0
293,False,False,20-05-1991,202,928,True,0,0,0,0,0,0,0,0,0,20,2,22,18,1,19,20,9,45.0,JP,JAG RAM SINGH YADAV,21704.0,JD,JAUHRI LAL TRIVEDI,20373.0,8,0,0.0,104359,83031,187390,0,0,0,104359,83031,187390,12,0,0.0,52615,46130,98745,0,0,0,52615,46130,98745,12,0,0.0,98745,94076,4669,0,0,0,12,0,0.0
294,False,False,20-05-1991,210,905,True,0,0,0,0,0,0,0,0,0,30,1,31,27,1,28,20,9,45.0,INC,KUNWAR SHIVNATH SINGH KUSHWAHA,23813.0,JD,RAMESH KUMAR SACHAN,18176.0,8,0,0.0,106538,83607,190145,0,0,0,106538,83607,190145,12,0,0.0,59200,39467,98667,0,0,0,59200,39467,98667,12,0,0.0,98667,94124,4543,0,0,0,12,0,0.0
295,False,False,20-05-1991,210,897,True,0,0,0,0,0,0,0,0,0,22,1,23,20,1,21,20,9,45.0,JD,PYAREY LAL SANKHWAR,23005.0,BJP,SATYA PRAKASH SANKHWAR,22162.0,8,0,0.0,106244,82120,188364,0,0,0,106244,82120,188364,12,0,0.0,47861,31908,79769,0,0,0,47861,31908,79769,12,0,0.0,79769,78158,1611,0,0,0,12,0,0.0
296,False,False,20-05-1991,222,839,True,0,0,0,0,0,0,0,0,0,23,1,24,22,1,23,20,9,45.0,SSD,RAM SWAROOP VERMA,27223.0,INC,CHAUDHERY NARENDRA SINGH,14363.0,8,0,0.0,102434,83800,186234,0,0,0,102434,83800,186234,12,0,0.0,55367,34165,89532,0,0,0,55367,34165,89532,12,0,0.0,89532,86691,2841,0,0,0,12,0,0.0
297,False,False,20-05-1991,211,897,True,0,0,0,0,0,0,0,0,0,16,0,16,13,0,13,20,9,45.0,JD,MATHURA PRASAD PAL,24852.0,JP,PRABHU DAYAL YADAV,23561.0,8,0,0.0,108225,80991,189216,0,0,0,108225,80991,189216,12,0,0.0,63942,37457,101399,0,0,0,63942,37457,101399,12,0,0.0,101399,97878,3521,0,0,0,12,0,0.0
298,False,False,20-05-1991,221,827,True,0,0,0,0,0,0,0,0,0,27,1,28,24,1,25,20,9,45.0,BJP,SOM NATH SHUKLA,26445.0,JP,HARI KISHAN,24442.0,8,0,0.0,102214,80595,182809,0,0,0,102214,80595,182809,12,0,0.0,54762,38642,93404,0,0,0,54762,38642,93404,12,0,0.0,93404,90115,3289,0,0,0,12,0,0.0
299,False,False,20-05-1991,207,849,True,0,0,0,0,0,0,0,0,0,7,0,7,4,0,4,20,9,45.0,JP,SHIV KUMAR BERIA,20848.0,BJP,SAUN RAM BHARTIYA,18460.0,8,0,0.0,97831,77923,175754,0,0,0,97831,77923,175754,12,0,0.0,45331,35251,80582,0,0,0,45331,35251,80582,12,0,0.0,80582,76222,4360,0,0,0,12,0,0.0
300,False,False,20-05-1991,210,888,True,0,0,0,0,0,0,0,0,0,16,2,18,14,2,16,20,9,45.0,BJP,DEVENDRA SINGH ALIAS BHOLE SINGH,36188.0,JP,RAM DAS PAL,22419.0,8,0,0.0,102934,83456,186390,0,0,0,102934,83456,186390,12,0,0.0,56864,47371,104235,0,0,0,56864,47371,104235,12,0,0.0,104235,100986,3249,0,0,0,12,0,0.0
301,False,False,20-05-1991,203,973,True,0,0,0,0,0,0,0,0,0,27,0,27,23,0,23,20,9,45.0,JP,INDRA PAL SINGH,27040.0,BJP,ASHOK KUMAR SHARMA,24164.0,8,0,0.0,108719,88875,197594,0,0,0,108719,88875,197594,12,0,0.0,61323,32879,94202,0,0,0,61323,32879,94202,12,0,0.0,94202,91694,2508,0,0,0,12,0,0.0
302,False,False,20-05-1991,196,915,True,0,0,0,0,0,0,0,0,0,23,0,23,19,0,19,20,9,45.0,BJP,CHHAKKI LAL,21293.0,INC,GAURI SHANKAR,18852.0,8,0,0.0,98749,80665,179414,0,0,0,98749,80665,179414,12,0,0.0,48350,34981,83331,0,0,0,48350,34981,83331,12,0,0.0,83331,80251,3080,0,0,0,12,0,0.0
303,False,False,20-05-1991,205,899,True,0,0,0,0,0,0,0,0,0,18,0,18,15,0,15,20,9,45.0,BJP,KRISHNA KUMAR ALIAS K. K. RAJ,31770.0,JP,GAYA PRASAD VERMA,28905.0,8,0,0.0,101584,82813,184397,0,0,0,101584,82813,184397,12,0,0.0,70342,23281,93623,0,0,0,70342,23281,93623,12,0,0.0,93623,90652,2971,0,0,0,12,0,0.0
304,False,False,20-05-1991,212,971,True,0,0,0,0,0,0,0,0,0,33,1,34,31,1,32,20,9,45.0,BJP,ASHOK DUBEY,40851.0,JP,JAIVEER SINGH,25256.0,8,0,0.0,113226,92622,205848,0,0,0,113226,92622,205848,12,0,0.0,67178,28771,95949,0,0,0,67178,28771,95949,12,0,0.0,95949,93094,2855,0,0,0,12,0,0.0
305,False,False,20-05-1991,201,905,True,0,0,0,0,0,0,0,0,0,39,0,39,37,0,37,20,9,45.0,JP,MULAYAM SINGH NYADAV S/O SUGHAR SINGH,47765.0,INC,DARSHAN SINGH,30601.0,8,0,0.0,100165,81663,181828,0,0,0,100165,81663,181828,12,0,0.0,65303,41693,106996,0,0,0,65303,41693,106996,12,0,0.0,106996,103937,3059,0,0,0,12,0,0.0
306,False,False,20-05-1991,205,919,True,0,0,0,0,0,0,0,0,0,16,0,16,14,0,14,20,9,45.0,JP,MAHARAJ SINGH YADAV,59582.0,BJP,SHIV PREM CHANDER SHAKYA,17935.0,8,0,0.0,103670,84658,188328,0,0,0,103670,84658,188328,12,0,0.0,79927,24904,104831,0,0,0,79927,24904,104831,12,0,0.0,104831,102508,2323,0,0,0,12,0,0.0
307,False,False,20-05-1991,203,922,True,0,0,0,0,0,0,0,0,0,24,0,24,22,0,22,20,9,45.0,JP,DHANI RAM VERMA,31017.0,BJP,OSAN SINGH,24545.0,8,0,0.0,102998,84167,187165,0,0,0,102998,84167,187165,12,0,0.0,62665,31499,94164,0,0,0,62665,31499,94164,12,0,0.0,94164,91163,2983,18,0,0,12,0,0.0
