Constituency_No,Uncontested,Women_Col_Forced,Dates_DATE_POLLING,Polling_Stations_Number,Polling_Stations_Average_Electors_per_Station,Polling_Stations_regex_Match,Candidates_Info_NOMINATED_MEN,Candidates_Info_NOMINATED_WOMEN,Candidates_Info_NOMINATED_TOTAL,Candidates_Info_REJECTED_MEN,Candidates_Info_REJECTED_WOMEN,Candidates_Info_REJECTED_TOTAL,Candidates_Info_WITHDRAWN_MEN,Candidates_Info_WITHDRAWN_WOMEN,Candidates_Info_WITHDRAWN_TOTAL,Candidates_Info_CONTESTED_MEN,Candidates_Info_CONTESTED_WOMEN,Candidates_Info_CONTESTED_TOTAL,Candidates_Info_FORFEITED DEPOSIT_MEN,Candidates_Info_FORFEITED DEPOSIT_WOMEN,Candidates_Info_FORFEITED DEPOSIT_TOTAL,Completeness_Candidates_Info_Total_Cells,Completeness_Candidates_Info_NA_Cells,Completeness_Candidates_Info_NA_Proportion,Result_WINNER_PARTY,Result_WINNER_CANDIDATE,Result_WINNER_VOTES,Result_RUNNER-UP_PARTY,Result_RUNNER-UP_CANDIDATE,Result_RUNNER-UP_VOTES,Completeness_Result_Total_Cells,Completeness_Result_NA_Cells,Completeness_Result_NA_Proportion,Electors_Info_GENERAL_MEN,Electors_Info_GENERAL_WOMEN,Electors_Info_GENERAL_TOTAL,Electors_Info_SERVICE_MEN,Electors_Info_SERVICE_WOMEN,Electors_Info_SERVICE_TOTAL,Electors_Info_TOTAL_MEN,Electors_Info_TOTAL_WOMEN,Electors_Info_TOTAL_TOTAL,Completeness_Electors_Info_Total_Cells,Completeness_Electors_Info_NA_Cells,Completeness_Electors_Info_NA_Proportion,Voters_Info_GENERAL_MEN,Voters_Info_GENERAL_WOMEN,Voters_Info_GENERAL_TOTAL,Voters_Info_POSTAL_MEN,Voters_Info_POSTAL_WOMEN,Voters_Info_POSTAL_TOTAL,Voters_Info_TOTAL_MEN,Voters_Info_TOTAL_WOMEN,Voters_Info_TOTAL_TOTAL,Completeness_Voters_Info_Total_Cells,Completeness_Voters_Info_NA_Cells,Completeness_Voters_Info_NA_Proportion,Votes_Info_POLLED_VALUE,Votes_Info_VALID_VALUE,Votes_Info_REJECTED_VALUE,Votes_Info_MISSING_VALUE,Votes_Info_TENDERED_VALUE,Completeness_Votes_Info_Total_Cells,Completeness_Votes_Info_NA_Cells,Completeness_Votes_Info_NA_Proportion
66,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,IND,RAJA VIKARAM SHAH,11558.0,INC,SHIV KUMAR,7441.0,8,0,0.0,80451,0,80451,0,0,0,80451,0,80451,9,2,22.22222222222222,36428,0,36428,0,0,0,36428,0,36428,9,2,22.22222222222222,36428,34190,2238,0,0,10,0,0.0
67,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,IND,KANDHAI LAL,5113.0,INC,KAMLESH CHANDRA,3017.0,8,0,0.0,81049,0,81049,0,0,0,81049,0,81049,9,2,22.22222222222222,16308,0,16308,0,0,0,16308,0,16308,9,2,22.22222222222222,16308,15088,1220,0,0,10,0,0.0
68,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,JS,RAM CHARAN SHAH,21419.0,INC,KARAN SINGH,12458.0,8,0,0.0,97108,0,97108,0,0,0,97108,0,97108,9,2,22.22222222222222,43779,0,43779,0,0,0,43779,0,43779,9,2,22.22222222222222,43779,41850,1929,0,0,10,0,0.0
69,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC,TEJ NARAIN,23047.0,PSP,JAGANNATH PRASAD,15305.0,8,0,0.0,93728,0,93728,0,0,0,93728,0,93728,9,2,22.22222222222222,40926,0,40926,0,0,0,40926,0,40926,9,2,22.22222222222222,40926,39418,1508,0,0,10,0,0.0
70,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC,BANKATA SINGH ALIAS TUNNU SINGH,13852.0,JS,CHET RAM,11714.0,8,0,0.0,88739,0,88739,0,0,0,88739,0,88739,9,2,22.22222222222222,42343,0,42343,0,0,0,42343,0,42343,9,2,22.22222222222222,42343,40487,1856,0,0,10,0,0.0
71,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC,BANSHIDHAR MISRA,13735.0,PSP,KRISHNA PRAMOD TEWARI ALIAS BACHHA BABU,7300.0,8,0,0.0,75770,0,75770,0,0,0,75770,0,75770,9,2,22.22222222222222,30913,0,30913,0,0,0,30913,0,30913,9,2,22.22222222222222,30913,29504,1409,0,0,10,0,0.0
72,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC,CHHEDA LAL CHUDHRI,14390.0,PSP,CHHEDI LAL,7129.0,8,0,0.0,76990,0,76990,0,0,0,76990,0,76990,9,2,22.22222222222222,28511,0,28511,0,0,0,28511,0,28511,9,2,22.22222222222222,28511,27229,1282,0,0,10,0,0.0
73,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC,RAM BHAJAN,17516.0,JS,JAGDISH NARAIN DUTTA SINGH,13678.0,8,0,0.0,87838,0,87838,0,0,0,87838,0,87838,9,2,22.22222222222222,42979,0,42979,0,0,0,42979,0,42979,9,2,22.22222222222222,42979,41449,1530,0,0,10,0,0.0
74,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,JS,MANNA LAL,16590.0,INC,HARDWARI LAL,15089.0,8,0,0.0,86701,0,86701,0,0,0,86701,0,86701,9,2,22.22222222222222,41215,0,41215,0,0,0,41215,0,41215,9,2,22.22222222222222,41215,38922,2293,0,0,10,0,0.0
75,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,SOC,AWADHESH KUMAR,16221.0,INC,RAM RATAN SINGH,13622.0,8,0,0.0,94070,0,94070,0,0,0,94070,0,94070,9,2,22.22222222222222,45417,0,45417,0,0,0,45417,0,45417,9,2,22.22222222222222,45417,43812,1605,0,0,10,0,0.0
76,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,JS,SHARDA NAND,24710.0,INC,HARISH CHANDRA,14574.0,8,0,0.0,91424,0,91424,0,0,0,91424,0,91424,9,2,22.22222222222222,51124,0,51124,0,0,0,51124,0,51124,9,2,22.22222222222222,51124,49214,1910,0,0,10,0,0.0
77,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,JS,BIPIN BEHARI TEWARI,15273.0,INC,BASHIR AHMAD,10309.0,8,0,0.0,91399,0,91399,0,0,0,91399,0,91399,9,2,22.22222222222222,40070,0,40070,0,0,0,40070,0,40070,9,2,22.22222222222222,40070,38299,1771,0,0,10,0,0.0
78,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC,GANESHI LAL,11541.0,JS,MANGAL PRASAD,10172.0,8,0,0.0,91973,0,91973,0,0,0,91973,0,91973,9,2,22.22222222222222,27469,0,27469,0,0,0,27469,0,27469,9,2,22.22222222222222,27469,26492,977,0,0,10,0,0.0
79,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,JS,GAYA PRASAD,24240.0,INC,SURESH PRAKASH SINGH,15710.0,8,0,0.0,92114,0,92114,0,0,0,92114,0,92114,9,2,22.22222222222222,47446,0,47446,0,0,0,47446,0,47446,9,2,22.22222222222222,47446,45870,1576,0,0,10,0,0.0
80,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,JS,SHIVENDRA PRATAP,11714.0,IND,ILAHI BUX,9813.0,8,0,0.0,99030,0,99030,0,0,0,99030,0,99030,9,2,22.22222222222222,52616,0,52616,0,0,0,52616,0,52616,9,2,22.22222222222222,52616,50856,1760,0,0,10,0,0.0
81,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC,BAIJU RAM,13495.0,JS,RAM PAL,12347.0,8,0,0.0,98420,0,98420,0,0,0,98420,0,98420,9,2,22.22222222222222,41444,0,41444,0,0,0,41444,0,41444,9,2,22.22222222222222,41444,39624,1820,0,0,10,0,0.0
82,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,JS,TAMBRESHWARI PRASAD,23868.0,INC,TARA CHAND MAHESHWARI,20740.0,8,0,0.0,90435,0,90435,0,0,0,90435,0,90435,9,2,22.22222222222222,50053,0,50053,0,0,0,50053,0,50053,9,2,22.22222222222222,50053,48209,1844,0,0,10,0,0.0
83,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC,DALLA RAM,9764.0,JS,JAWAHIR LAL,7534.0,8,0,0.0,90682,0,90682,0,0,0,90682,0,90682,9,2,22.22222222222222,29291,0,29291,0,0,0,29291,0,29291,9,2,22.22222222222222,29291,28029,1262,0,0,10,0,0.0
84,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC,MOHAN LAL,24780.0,JS,RAJENDRA SINGH,19479.0,8,0,0.0,93232,0,93232,0,0,0,93232,0,93232,9,2,22.22222222222222,46753,0,46753,0,0,0,46753,0,46753,9,2,22.22222222222222,46753,45115,1638,0,0,10,0,0.0
85,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,IND,PANCHAM,7827.0,INC,SHAMBHOO DAYAL,5879.0,8,0,0.0,88710,0,88710,0,0,0,88710,0,88710,9,2,22.22222222222222,25191,0,25191,0,0,0,25191,0,25191,9,2,22.22222222222222,25191,23506,1685,0,0,10,0,0.0
86,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC,J. P. MISHRA,18289.0,JS,SURENDRA VIKRAM,11142.0,8,0,0.0,87875,0,87875,0,0,0,87875,0,87875,9,2,22.22222222222222,46123,0,46123,0,0,0,46123,0,46123,9,2,22.22222222222222,46123,44040,2083,0,0,10,0,0.0
87,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC,KALARANI,15800.0,JS,SARDAR SINGH,11162.0,8,0,0.0,96782,0,96782,0,0,0,96782,0,96782,9,2,22.22222222222222,44109,0,44109,0,0,0,44109,0,44109,9,2,22.22222222222222,44109,41860,2249,0,0,10,0,0.0
88,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC,MAHESH SINGH,13510.0,JS,MEHESHWAR BUX SINGH,8452.0,8,0,0.0,89713,0,89713,0,0,0,89713,0,89713,9,2,22.22222222222222,45554,0,45554,0,0,0,45554,0,45554,9,2,22.22222222222222,45554,42103,3451,0,0,10,0,0.0
89,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,JS,PARMAI,10534.0,INC,PRABHU DAYAL,10274.0,8,0,0.0,88631,0,88631,0,0,0,88631,0,88631,9,2,22.22222222222222,33979,0,33979,0,0,0,33979,0,33979,9,2,22.22222222222222,33979,31680,2299,0,0,10,0,0.0
90,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,JS,PIAREY LAL,23655.0,INC,VIDYA WATI,13896.0,8,0,0.0,99359,0,99359,0,0,0,99359,0,99359,9,2,22.22222222222222,49167,0,49167,0,0,0,49167,0,49167,9,2,22.22222222222222,49167,46447,2720,0,0,10,0,0.0
91,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,JS,POORAN LAL,12700.0,INC,KANHAIYA LAL BALMI,10554.0,8,0,0.0,85630,0,85630,0,0,0,85630,0,85630,9,2,22.22222222222222,35376,0,35376,0,0,0,35376,0,35376,9,2,22.22222222222222,35376,33300,2076,0,0,10,0,0.0
92,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,JS,BHAKT SINGH SARDA,21475.0,INC,HARHAR BUX SINGH,15548.0,8,0,0.0,94063,0,94063,0,0,0,94063,0,94063,9,2,22.22222222222222,50013,0,50013,0,0,0,50013,0,50013,9,2,22.22222222222222,50013,48037,1976,0,0,10,0,0.0
93,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC,SEWA RAM,10947.0,CPI,MULLA PRASAD HANS,4684.0,8,0,0.0,86210,0,86210,0,0,0,86210,0,86210,9,2,22.22222222222222,31569,0,31569,0,0,0,31569,0,31569,9,2,22.22222222222222,31569,29726,1843,0,0,10,0,0.0
94,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC,GOPI NATH,8138.0,IND,SHIVA GOPAL,3154.0,8,0,0.0,81753,0,81753,0,0,0,81753,0,81753,9,2,22.22222222222222,34574,0,34574,0,0,0,34574,0,34574,9,2,22.22222222222222,34574,32224,2350,0,0,10,0,0.0
95,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC,ZIAUR REHMAN ALIAS WAKKAN,11481.0,PSP,KHAJAN SINGH,10500.0,8,0,0.0,91722,0,91722,0,0,0,91722,0,91722,9,2,22.22222222222222,40286,0,40286,0,0,0,40286,0,40286,9,2,22.22222222222222,40286,38616,1670,0,0,10,0,0.0
96,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC,DEV DATT,18271.0,PSP,BHAGWATI SINGH VISHARAD,15987.0,8,0,0.0,98390,0,98390,0,0,0,98390,0,98390,9,2,22.22222222222222,47132,0,47132,0,0,0,47132,0,47132,9,2,22.22222222222222,47132,45134,1998,0,0,10,0,0.0
97,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC,RAM ADHIN SINGH,10190.0,JS,HANSRAJ,6928.0,8,0,0.0,96504,0,96504,0,0,0,96504,0,96504,9,2,22.22222222222222,43283,0,43283,0,0,0,43283,0,43283,9,2,22.22222222222222,43283,40858,2425,0,0,10,0,0.0
98,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC,SRI RAM,11340.0,CPI,SAJIWAN LAL,9545.0,8,0,0.0,84260,0,84260,0,0,0,84260,0,84260,9,2,22.22222222222222,36583,0,36583,0,0,0,36583,0,36583,9,2,22.22222222222222,36583,34897,1686,0,0,10,0,0.0
99,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,CPI,BHIKKHA LAL,11184.0,INC,SIA RAM,9705.0,8,0,0.0,83693,0,83693,0,0,0,83693,0,83693,9,2,22.22222222222222,30397,0,30397,0,0,0,30397,0,30397,9,2,22.22222222222222,30397,28503,1894,0,0,10,0,0.0
100,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC,RAM PAL TRIVEDI,14056.0,CPI,AHMED WALI KHAN,13705.0,8,0,0.0,84751,0,84751,0,0,0,84751,0,84751,9,2,22.22222222222222,48016,0,48016,0,0,0,48016,0,48016,9,2,22.22222222222222,48016,45621,2395,0,0,10,0,0.0
101,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,JS,SUKH LAL,14738.0,INC,BASAT LAL,13612.0,8,0,0.0,72409,0,72409,0,0,0,72409,0,72409,9,2,22.22222222222222,37624,0,37624,0,0,0,37624,0,37624,9,2,22.22222222222222,37624,36181,1443,0,0,10,0,0.0
102,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC,KISHORI LAL AGARWAL,25868.0,JS,RAMESH CHANDRA SHARMA,14789.0,8,0,0.0,83325,0,83325,0,0,0,83325,0,83325,9,2,22.22222222222222,52331,0,52331,0,0,0,52331,0,52331,9,2,22.22222222222222,52331,50016,2268,47,0,10,0,0.0
103,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC,MAHABIR PRASAD SRIVASTAVA,34670.0,JS,RAJ KUMAR,19200.0,8,0,0.0,94143,0,94143,0,0,0,94143,0,94143,9,2,22.22222222222222,57265,0,57265,0,0,0,57265,0,57265,9,2,22.22222222222222,57265,55650,1615,0,0,10,0,0.0
104,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC,SYED ALI ZAHEER,22327.0,JS,SHRI SHANKER,21207.0,8,0,0.0,86278,0,86278,0,0,0,86278,0,86278,9,2,22.22222222222222,55635,0,55635,0,0,0,55635,0,55635,9,2,22.22222222222222,55635,53701,1934,0,0,10,0,0.0
105,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC,BALAK RAM VAISH,15468.0,JS,CHHOTE LAL YADAV,10546.0,8,0,0.0,71571,0,71571,0,0,0,71571,0,71571,9,2,22.22222222222222,35696,0,35696,0,0,0,35696,0,35696,9,2,22.22222222222222,35696,33727,1969,0,0,10,0,0.0
106,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC,VIJAI KUMAR,22171.0,PSP,RAM SHARAN YADAV,7003.0,8,0,0.0,82385,0,82385,0,0,0,82385,0,82385,9,2,22.22222222222222,44869,0,44869,0,0,0,44869,0,44869,9,2,22.22222222222222,44869,42726,2143,0,0,10,0,0.0
107,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC,RAM SHANKER RAVIVASI,8913.0,PSP,KHYALI RAM,8888.0,8,0,0.0,78450,0,78450,0,0,0,78450,0,78450,9,2,22.22222222222222,31202,0,31202,0,0,0,31202,0,31202,9,2,22.22222222222222,31202,29627,1575,0,0,10,0,0.0
108,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,SOC,BHAGWAN DIN (VILLAGE JAMURWAN),20681.0,INC,RAMESHWAR PRASAD,9217.0,8,0,0.0,88078,0,88078,0,0,0,88078,0,88078,9,2,22.22222222222222,37714,0,37714,0,0,0,37714,0,37714,9,2,22.22222222222222,37714,35948,1766,0,0,10,0,0.0
109,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,IND,PASHUPATINATH SARAN SINGH,25978.0,INC,RAM NARESH SINGH,4493.0,8,0,0.0,82669,0,82669,0,0,0,82669,0,82669,9,2,22.22222222222222,41657,0,41657,0,0,0,41657,0,41657,9,2,22.22222222222222,41657,39355,2302,0,0,10,0,0.0
110,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,JS,KRISHNA PAL SINGH (RAJA SUDAULI),19675.0,INC,RAM SHANKER,17782.0,8,0,0.0,84138,0,84138,0,0,0,84138,0,84138,9,2,22.22222222222222,44950,0,44950,0,0,0,44950,0,44950,9,2,22.22222222222222,44950,43002,1948,0,0,10,0,0.0
111,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC,GUDPTAR SINGH,16331.0,JS,JAI KARAN SINGH,8865.0,8,0,0.0,91075,0,91075,0,0,0,91075,0,91075,9,2,22.22222222222222,46927,0,46927,0,0,0,46927,0,46927,9,2,22.22222222222222,46927,44691,2236,0,0,10,0,0.0
112,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC,MAHAVIR PRASAD,18980.0,SOC,SHAMBHOO,18390.0,8,0,0.0,83837,0,83837,0,0,0,83837,0,83837,9,2,22.22222222222222,44554,0,44554,0,0,0,44554,0,44554,9,2,22.22222222222222,44554,42893,1661,0,0,10,0,0.0
113,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,SOC,RATI PAL,10044.0,INC,RAJENDRA PRATAP SINGH,9592.0,8,0,0.0,74961,0,74961,0,0,0,74961,0,74961,9,2,22.22222222222222,32733,0,32733,0,0,0,32733,0,32733,9,2,22.22222222222222,32733,31185,1548,0,0,10,0,0.0
114,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,JS,NARENDRA BAHADUR SINGH,19366.0,INC,WASI NAQVI,17746.0,8,0,0.0,85327,0,85327,0,0,0,85327,0,85327,9,2,22.22222222222222,43291,0,43291,0,0,0,43291,0,43291,9,2,22.22222222222222,43291,41205,2086,0,0,10,0,0.0
115,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,SOC,PITAI,21014.0,INC,RAM PRASAD,16428.0,8,0,0.0,85987,0,85987,0,0,0,85987,0,85987,9,2,22.22222222222222,38788,0,38788,0,0,0,38788,0,38788,9,2,22.22222222222222,38788,37442,1346,0,0,10,0,0.0
116,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC,NIAZ HASAN KHAN,13852.0,SOC,HAR PAL,13208.0,8,0,0.0,79807,0,79807,0,0,0,79807,0,79807,9,2,22.22222222222222,41222,0,41222,0,0,0,41222,0,41222,9,2,22.22222222222222,41222,38822,2400,0,0,10,0,0.0
117,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC,RAM SWAROOP,16412.0,SOC,GAYA PRASAD,10088.0,8,0,0.0,77273,0,77273,0,0,0,77273,0,77273,9,2,22.22222222222222,31510,0,31510,0,0,0,31510,0,31510,9,2,22.22222222222222,31510,30064,1446,0,0,10,0,0.0
118,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,JS,BABU LAL,20899.0,INC,BHAGWATI PRASAD,13118.0,8,0,0.0,79430,0,79430,0,0,0,79430,0,79430,9,2,22.22222222222222,42965,0,42965,0,0,0,42965,0,42965,9,2,22.22222222222222,42965,40986,1979,0,0,10,0,0.0
119,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC,SHYAM SUNDER,16833.0,JS,RAM ADHAR,7562.0,8,0,0.0,78785,0,78785,0,0,0,78785,0,78785,9,2,22.22222222222222,39622,0,39622,0,0,0,39622,0,39622,9,2,22.22222222222222,39622,36550,3072,0,0,10,0,0.0
120,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC,RAM KINKAR,17414.0,JS,MAHADEO PRASAD,16011.0,8,0,0.0,75886,0,75886,0,0,0,75886,0,75886,9,2,22.22222222222222,42098,0,42098,0,0,0,42098,0,42098,9,2,22.22222222222222,42098,40352,1746,0,0,10,0,0.0
121,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,JS,ONKAR NATH,20223.0,INC,RAM NARESH SHUKLA,16094.0,8,0,0.0,84114,0,84114,0,0,0,84114,0,84114,9,2,22.22222222222222,44343,0,44343,0,0,0,44343,0,44343,9,2,22.22222222222222,44343,42224,2119,0,0,10,0,0.0
122,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,JS,BALENDRA BHUSAN PRATAP SINGH,22963.0,INC,HARKESH BAHADUR,10430.0,8,0,0.0,76656,0,76656,0,0,0,76656,0,76656,9,2,22.22222222222222,39867,0,39867,0,0,0,39867,0,39867,9,2,22.22222222222222,39867,37557,2310,0,0,10,0,0.0
123,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,SOC,KUNWAR TEJ BHAN SINGH,16255.0,INC,AMOLA DEVI,11363.0,8,0,0.0,83324,0,83324,0,0,0,83324,0,83324,9,2,22.22222222222222,38843,0,38843,0,0,0,38843,0,38843,9,2,22.22222222222222,38843,37087,1756,0,0,10,0,0.0
124,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC,VAIDYA BAIJ NATH SINGH,19391.0,IND,RAM BALI,6966.0,8,0,0.0,85122,0,85122,0,0,0,85122,0,85122,9,2,22.22222222222222,38548,0,38548,0,0,0,38548,0,38548,9,2,22.22222222222222,38548,35963,2585,0,0,10,0,0.0
125,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,IND,KUNWAR RUDRA PRATAP SINGH,16764.0,INC,PRABHAWATI,8221.0,8,0,0.0,80076,0,80076,0,0,0,80076,0,80076,9,2,22.22222222222222,37826,0,37826,0,0,0,37826,0,37826,9,2,22.22222222222222,37826,34851,2975,0,0,10,0,0.0
126,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC,INDRA PAL,6736.0,SWA,RAM SEWAK,3220.0,8,0,0.0,70992,0,70992,0,0,0,70992,0,70992,9,2,22.22222222222222,19618,0,19618,0,0,0,19618,0,19618,9,2,22.22222222222222,19618,18275,1343,0,0,10,0,0.0
127,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC,RAM BALI,17387.0,JS,GAYA BUX,6493.0,8,0,0.0,80882,0,80882,0,0,0,80882,0,80882,9,2,22.22222222222222,32127,0,32127,0,0,0,32127,0,32127,9,2,22.22222222222222,32127,30384,1743,0,0,10,0,0.0
128,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC,RAMA KANT SINGH,11808.0,JS,SHRI KRISHNA SINGH,5416.0,8,0,0.0,78651,0,78651,0,0,0,78651,0,78651,9,2,22.22222222222222,32643,0,32643,0,0,0,32643,0,32643,9,2,22.22222222222222,32643,29664,2979,0,0,10,0,0.0
129,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC,ABDUL SAMI,12588.0,JS,RAM PYARE SHUKLA,12046.0,8,0,0.0,80645,0,80645,0,0,0,80645,0,80645,9,2,22.22222222222222,33930,0,33930,0,0,0,33930,0,33930,9,2,22.22222222222222,33930,31636,2294,0,0,10,0,0.0
130,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC,UMA DUTTA,15667.0,JS,UGRA SEN SINGH,6659.0,8,0,0.0,76480,0,76480,0,0,0,76480,0,76480,9,2,22.22222222222222,34056,0,34056,0,0,0,34056,0,34056,9,2,22.22222222222222,34056,31715,2341,0,0,10,0,0.0
